id,capacidad,estilo,servicios_tipo
23486,55,Bachata,bar
23487,111,Jazz,bar
23488,200,Salsa,bar
23489,177,Jazz,bar
23490,120,Baladas,bar
23491,32,Crossover,bar
23492,43,Jazz,bar
23493,49,Bachata,bar
23494,76,Crossover,bar
23495,175,Baladas,bar
23496,81,Salsa,bar
23497,80,Crossover,bar
23498,68,Baladas,bar
23499,95,Jazz,bar
23500,32,Baladas,bar
23501,128,Bachata,bar
23502,87,Salsa,bar
23503,94,Bachata,bar
23504,192,Bachata,bar
23505,97,Crossover,bar
23506,155,Salsa,bar
23507,137,Salsa,bar
23508,67,Salsa,bar
23509,112,Bachata,bar
23510,30,Jazz,bar
23511,77,Baladas,bar
23512,68,Salsa,bar
23513,72,Jazz,bar
23514,63,Baladas,bar
23515,21,Jazz,bar
23516,188,Baladas,bar
23517,57,Baladas,bar
23518,97,Crossover,bar
23519,95,Crossover,bar
23520,66,Bachata,bar
23521,144,Crossover,bar
23522,14,Jazz,bar
23523,36,Baladas,bar
23524,92,Jazz,bar
23525,60,Jazz,bar
23526,134,Crossover,bar
23527,191,Crossover,bar
23528,40,Crossover,bar
23529,25,Bachata,bar
23530,30,Crossover,bar
23531,31,Crossover,bar
23532,140,Salsa,bar
23533,159,Bachata,bar
23534,19,Salsa,bar
23535,16,Salsa,bar
23536,172,Salsa,bar
23537,30,Salsa,bar
23538,12,Bachata,bar
23539,91,Salsa,bar
23540,77,Salsa,bar
23541,52,Bachata,bar
23542,59,Jazz,bar
23543,10,Bachata,bar
23544,127,Salsa,bar
23545,157,Crossover,bar
23546,179,Baladas,bar
23547,99,Baladas,bar
23548,79,Jazz,bar
23549,24,Jazz,bar
23550,119,Jazz,bar
23551,162,Baladas,bar
23552,173,Jazz,bar
23553,61,Baladas,bar
23554,47,Jazz,bar
23555,11,Baladas,bar
23556,81,Bachata,bar
23557,115,Salsa,bar
23558,15,Baladas,bar
23559,123,Jazz,bar
23560,72,Baladas,bar
23561,52,Bachata,bar
23562,115,Jazz,bar
23563,142,Jazz,bar
23564,16,Bachata,bar
23565,97,Baladas,bar
23566,185,Salsa,bar
23567,134,Baladas,bar
23568,52,Bachata,bar
23569,153,Crossover,bar
23570,53,Salsa,bar
23571,19,Salsa,bar
23572,117,Bachata,bar
23573,154,Baladas,bar
23574,63,Salsa,bar
23575,194,Salsa,bar
23576,102,Baladas,bar
23577,165,Crossover,bar
23578,181,Bachata,bar
23579,15,Jazz,bar
23580,182,Bachata,bar
23581,99,Bachata,bar
23582,15,Jazz,bar
23583,153,Crossover,bar
23584,70,Bachata,bar
23585,184,Salsa,bar
23586,23,Crossover,bar
23587,67,Crossover,bar
23588,32,Crossover,bar
23589,94,Baladas,bar
23590,100,Baladas,bar
23591,32,Jazz,bar
23592,105,Salsa,bar
23593,173,Jazz,bar
23594,175,Salsa,bar
23595,183,Baladas,bar
23596,66,Baladas,bar
23597,150,Salsa,bar
23598,200,Baladas,bar
23599,185,Crossover,bar
23600,137,Salsa,bar
23601,156,Bachata,bar
23602,133,Baladas,bar
23603,125,Bachata,bar
23604,56,Baladas,bar
23605,136,Bachata,bar
23606,124,Salsa,bar
23607,58,Bachata,bar
23608,72,Jazz,bar
23609,140,Salsa,bar
23610,84,Bachata,bar
23611,105,Baladas,bar
23612,127,Crossover,bar
23613,56,Salsa,bar
23614,76,Jazz,bar
23615,183,Salsa,bar
23616,88,Bachata,bar
23617,148,Bachata,bar
23618,27,Salsa,bar
23619,78,Crossover,bar
23620,182,Salsa,bar
23621,108,Crossover,bar
23622,163,Salsa,bar
23623,109,Jazz,bar
23624,69,Crossover,bar
23625,60,Salsa,bar
23626,78,Bachata,bar
23627,60,Crossover,bar
23628,127,Baladas,bar
23629,102,Salsa,bar
23630,166,Salsa,bar
23631,75,Bachata,bar
23632,87,Crossover,bar
23633,116,Salsa,bar
23634,33,Salsa,bar
23635,67,Salsa,bar
23636,115,Crossover,bar
23637,54,Crossover,bar
23638,98,Bachata,bar
23639,171,Baladas,bar
23640,85,Bachata,bar
23641,111,Jazz,bar
23642,131,Bachata,bar
23643,14,Baladas,bar
23644,79,Jazz,bar
23645,53,Jazz,bar
23646,23,Bachata,bar
23647,162,Salsa,bar
23648,143,Crossover,bar
23649,126,Crossover,bar
23650,144,Jazz,bar
23651,180,Salsa,bar
23652,103,Baladas,bar
23653,75,Crossover,bar
23654,83,Salsa,bar
23655,89,Crossover,bar
23656,74,Bachata,bar
23657,124,Salsa,bar
23658,69,Salsa,bar
23659,83,Bachata,bar
23660,29,Crossover,bar
23661,52,Jazz,bar
23662,84,Jazz,bar
23663,172,Jazz,bar
23664,18,Jazz,bar
23665,132,Bachata,bar
23666,56,Baladas,bar
23667,29,Baladas,bar
23668,86,Jazz,bar
23669,42,Bachata,bar
23670,99,Jazz,bar
23671,81,Jazz,bar
23672,156,Bachata,bar
23673,163,Baladas,bar
23674,71,Jazz,bar
23675,59,Bachata,bar
23676,91,Salsa,bar
23677,34,Jazz,bar
23678,176,Salsa,bar
23679,94,Crossover,bar
23680,61,Crossover,bar
23681,51,Crossover,bar
23682,169,Salsa,bar
23683,196,Baladas,bar
23684,115,Salsa,bar
23685,83,Crossover,bar
23686,15,Bachata,bar
23687,42,Jazz,bar
23688,179,Crossover,bar
23689,53,Salsa,bar
23690,196,Jazz,bar
23691,50,Salsa,bar
23692,31,Jazz,bar
23693,17,Bachata,bar
23694,127,Crossover,bar
23695,198,Salsa,bar
23696,95,Jazz,bar
23697,83,Bachata,bar
23698,111,Salsa,bar
23699,139,Bachata,bar
23700,38,Baladas,bar
23701,50,Bachata,bar
23702,145,Baladas,bar
23703,37,Baladas,bar
23704,111,Crossover,bar
23705,40,Crossover,bar
23706,158,Jazz,bar
23707,147,Crossover,bar
23708,156,Crossover,bar
23709,88,Salsa,bar
23710,84,Bachata,bar
23711,106,Jazz,bar
23712,121,Crossover,bar
23713,85,Crossover,bar
23714,174,Jazz,bar
23715,77,Crossover,bar
23716,20,Jazz,bar
23717,144,Crossover,bar
23718,137,Jazz,bar
23719,171,Jazz,bar
23720,39,Salsa,bar
23721,84,Salsa,bar
23722,39,Bachata,bar
23723,31,Crossover,bar
23724,66,Crossover,bar
23725,126,Crossover,bar
23726,136,Bachata,bar
23727,183,Bachata,bar
23728,156,Jazz,bar
23729,110,Crossover,bar
23730,48,Bachata,bar
23731,108,Salsa,bar
23732,178,Salsa,bar
23733,57,Jazz,bar
23734,141,Jazz,bar
23735,183,Bachata,bar
23736,123,Bachata,bar
23737,128,Bachata,bar
23738,153,Jazz,bar
23739,142,Salsa,bar
23740,114,Bachata,bar
23741,37,Jazz,bar
23742,186,Crossover,bar
23743,20,Jazz,bar
23744,21,Jazz,bar
23745,36,Baladas,bar
23746,136,Baladas,bar
23747,183,Salsa,bar
23748,180,Crossover,bar
23749,16,Salsa,bar
23750,34,Jazz,bar
23751,13,Jazz,bar
23752,65,Crossover,bar
23753,80,Crossover,bar
23754,162,Baladas,bar
23755,94,Baladas,bar
23756,155,Baladas,bar
23757,48,Jazz,bar
23758,33,Bachata,bar
23759,84,Baladas,bar
23760,132,Jazz,bar
23761,51,Bachata,bar
23762,22,Baladas,bar
23763,70,Salsa,bar
23764,197,Crossover,bar
23765,125,Salsa,bar
23766,161,Jazz,bar
23767,187,Salsa,bar
23768,51,Jazz,bar
23769,190,Baladas,bar
23770,124,Baladas,bar
23771,197,Baladas,bar
23772,27,Baladas,bar
23773,71,Baladas,bar
23774,107,Jazz,bar
23775,112,Baladas,bar
23776,155,Baladas,bar
23777,126,Bachata,bar
23778,154,Jazz,bar
23779,36,Jazz,bar
23780,72,Crossover,bar
23781,107,Crossover,bar
23782,127,Baladas,bar
23783,140,Jazz,bar
23784,26,Baladas,bar
23785,184,Bachata,bar
23786,74,Baladas,bar
23787,68,Jazz,bar
23788,20,Bachata,bar
23789,160,Crossover,bar
23790,10,Baladas,bar
23791,92,Salsa,bar
23792,74,Bachata,bar
23793,146,Salsa,bar
23794,13,Jazz,bar
23795,107,Crossover,bar
23796,96,Salsa,bar
23797,176,Crossover,bar
23798,86,Jazz,bar
23799,181,Jazz,bar
23800,57,Bachata,bar
23801,29,Bachata,bar
23802,75,Crossover,bar
23803,170,Jazz,bar
23804,147,Salsa,bar
23805,143,Salsa,bar
23806,200,Salsa,bar
23807,76,Bachata,bar
23808,134,Jazz,bar
23809,132,Crossover,bar
23810,70,Bachata,bar
23811,178,Jazz,bar
23812,132,Jazz,bar
23813,102,Bachata,bar
23814,72,Baladas,bar
23815,68,Salsa,bar
23816,10,Salsa,bar
23817,34,Bachata,bar
23818,98,Salsa,bar
23819,97,Baladas,bar
23820,158,Baladas,bar
23821,135,Crossover,bar
23822,102,Salsa,bar
23823,107,Jazz,bar
23824,86,Salsa,bar
23825,197,Crossover,bar
23826,13,Baladas,bar
23827,99,Salsa,bar
23828,85,Crossover,bar
23829,72,Jazz,bar
23830,55,Baladas,bar
23831,32,Salsa,bar
23832,20,Baladas,bar
23833,158,Bachata,bar
23834,167,Salsa,bar
23835,19,Salsa,bar
23836,164,Bachata,bar
23837,166,Bachata,bar
23838,154,Bachata,bar
23839,41,Jazz,bar
23840,119,Crossover,bar
23841,20,Jazz,bar
23842,187,Jazz,bar
23843,176,Baladas,bar
23844,161,Bachata,bar
23845,28,Crossover,bar
23846,194,Bachata,bar
23847,80,Jazz,bar
23848,113,Baladas,bar
23849,80,Jazz,bar
23850,200,Bachata,bar
23851,146,Crossover,bar
23852,26,Salsa,bar
23853,91,Jazz,bar
23854,77,Salsa,bar
23855,186,Salsa,bar
23856,185,Jazz,bar
23857,163,Crossover,bar
23858,162,Baladas,bar
23859,15,Baladas,bar
23860,167,Jazz,bar
23861,146,Crossover,bar
23862,51,Baladas,bar
23863,25,Jazz,bar
23864,149,Crossover,bar
23865,89,Crossover,bar
23866,173,Crossover,bar
23867,136,Baladas,bar
23868,137,Crossover,bar
23869,186,Salsa,bar
23870,42,Baladas,bar
23871,27,Jazz,bar
23872,128,Bachata,bar
23873,135,Baladas,bar
23874,83,Crossover,bar
23875,42,Salsa,bar
23876,161,Jazz,bar
23877,94,Baladas,bar
23878,143,Baladas,bar
23879,157,Baladas,bar
23880,198,Salsa,bar
23881,21,Salsa,bar
23882,141,Jazz,bar
23883,189,Crossover,bar
23884,65,Bachata,bar
23885,120,Baladas,bar
23886,80,Crossover,bar
23887,69,Jazz,bar
23888,102,Salsa,bar
23889,11,Bachata,bar
23890,45,Crossover,bar
23891,84,Jazz,bar
23892,147,Bachata,bar
23893,20,Salsa,bar
23894,89,Crossover,bar
23895,175,Crossover,bar
23896,27,Crossover,bar
23897,52,Bachata,bar
23898,181,Bachata,bar
23899,163,Baladas,bar
23900,64,Crossover,bar
23901,85,Baladas,bar
23902,188,Bachata,bar
23903,170,Bachata,bar
23904,71,Salsa,bar
23905,165,Baladas,bar
23906,41,Jazz,bar
23907,164,Crossover,bar
23908,20,Crossover,bar
23909,87,Baladas,bar
23910,49,Salsa,bar
23911,98,Jazz,bar
23912,70,Salsa,bar
23913,137,Bachata,bar
23914,42,Crossover,bar
23915,53,Crossover,bar
23916,88,Bachata,bar
23917,125,Bachata,bar
23918,189,Salsa,bar
23919,171,Jazz,bar
23920,84,Salsa,bar
23921,17,Jazz,bar
23922,106,Salsa,bar
23923,94,Jazz,bar
23924,15,Jazz,bar
23925,96,Baladas,bar
23926,131,Bachata,bar
23927,175,Jazz,bar
23928,155,Salsa,bar
23929,12,Baladas,bar
23930,25,Bachata,bar
23931,133,Crossover,bar
23932,101,Jazz,bar
23933,120,Baladas,bar
23934,104,Jazz,bar
23935,26,Jazz,bar
23936,40,Salsa,bar
23937,41,Baladas,bar
23938,83,Crossover,bar
23939,58,Crossover,bar
23940,89,Crossover,bar
23941,104,Baladas,bar
23942,17,Jazz,bar
23943,69,Bachata,bar
23944,179,Baladas,bar
23945,165,Crossover,bar
23946,90,Salsa,bar
23947,73,Baladas,bar
23948,35,Salsa,bar
23949,103,Bachata,bar
23950,175,Crossover,bar
23951,78,Baladas,bar
23952,85,Bachata,bar
23953,54,Jazz,bar
23954,179,Bachata,bar
23955,50,Baladas,bar
23956,83,Crossover,bar
23957,73,Crossover,bar
23958,192,Jazz,bar
23959,32,Baladas,bar
23960,118,Salsa,bar
23961,70,Baladas,bar
23962,181,Baladas,bar
23963,136,Jazz,bar
23964,72,Salsa,bar
23965,182,Jazz,bar
23966,67,Salsa,bar
23967,137,Crossover,bar
23968,66,Bachata,bar
23969,40,Baladas,bar
23970,161,Salsa,bar
23971,157,Crossover,bar
23972,61,Bachata,bar
23973,50,Jazz,bar
23974,193,Salsa,bar
23975,93,Jazz,bar
23976,58,Crossover,bar
23977,66,Crossover,bar
23978,124,Baladas,bar
23979,73,Crossover,bar
23980,81,Jazz,bar
23981,36,Crossover,bar
23982,60,Bachata,bar
23983,163,Crossover,bar
23984,168,Baladas,bar
23985,176,Jazz,bar
23986,133,Bachata,bar
23987,109,Salsa,bar
23988,86,Baladas,bar
23989,161,Crossover,bar
23990,15,Jazz,bar
23991,166,Salsa,bar
23992,92,Crossover,bar
23993,85,Crossover,bar
23994,149,Bachata,bar
23995,24,Baladas,bar
23996,167,Crossover,bar
23997,179,Bachata,bar
23998,150,Bachata,bar
23999,70,Crossover,bar
24000,157,Baladas,bar
24001,108,Baladas,bar
24002,170,Crossover,bar
24003,178,Crossover,bar
24004,79,Bachata,bar
24005,102,Salsa,bar
24006,197,Jazz,bar
24007,149,Salsa,bar
24008,187,Salsa,bar
24009,101,Jazz,bar
24010,118,Bachata,bar
24011,110,Crossover,bar
24012,10,Baladas,bar
24013,16,Crossover,bar
24014,152,Jazz,bar
24015,105,Salsa,bar
24016,143,Bachata,bar
24017,152,Salsa,bar
24018,87,Salsa,bar
24019,20,Bachata,bar
24020,195,Jazz,bar
24021,162,Salsa,bar
24022,160,Salsa,bar
24023,126,Jazz,bar
24024,137,Jazz,bar
24025,185,Salsa,bar
24026,156,Bachata,bar
24027,95,Jazz,bar
24028,12,Jazz,bar
24029,161,Baladas,bar
24030,40,Crossover,bar
24031,44,Baladas,bar
24032,136,Bachata,bar
24033,151,Bachata,bar
24034,93,Jazz,bar
24035,70,Jazz,bar
24036,187,Crossover,bar
24037,103,Salsa,bar
24038,24,Crossover,bar
24039,44,Crossover,bar
24040,145,Bachata,bar
24041,67,Salsa,bar
24042,166,Jazz,bar
24043,183,Crossover,bar
24044,42,Bachata,bar
24045,107,Salsa,bar
24046,185,Bachata,bar
24047,141,Jazz,bar
24048,158,Salsa,bar
24049,75,Salsa,bar
24050,26,Baladas,bar
24051,55,Bachata,bar
24052,80,Salsa,bar
24053,171,Bachata,bar
24054,27,Bachata,bar
24055,15,Salsa,bar
24056,188,Crossover,bar
24057,157,Salsa,bar
24058,120,Bachata,bar
24059,191,Crossover,bar
24060,173,Crossover,bar
24061,58,Jazz,bar
24062,71,Bachata,bar
24063,130,Bachata,bar
24064,135,Crossover,bar
24065,74,Baladas,bar
24066,90,Crossover,bar
24067,101,Jazz,bar
24068,75,Jazz,bar
24069,98,Baladas,bar
24070,76,Jazz,bar
24071,80,Baladas,bar
24072,100,Bachata,bar
24073,185,Jazz,bar
24074,94,Jazz,bar
24075,195,Baladas,bar
24076,37,Bachata,bar
24077,128,Bachata,bar
24078,18,Baladas,bar
24079,168,Salsa,bar
24080,167,Crossover,bar
24081,135,Salsa,bar
24082,19,Crossover,bar
24083,140,Bachata,bar
24084,153,Salsa,bar
24085,190,Salsa,bar
24086,54,Jazz,bar
24087,132,Jazz,bar
24088,189,Baladas,bar
24089,178,Jazz,bar
24090,193,Crossover,bar
24091,96,Bachata,bar
24092,177,Salsa,bar
24093,19,Salsa,bar
24094,48,Baladas,bar
24095,192,Baladas,bar
24096,111,Crossover,bar
24097,119,Baladas,bar
24098,16,Salsa,bar
24099,147,Salsa,bar
24100,149,Jazz,bar
24101,183,Crossover,bar
24102,141,Salsa,bar
24103,154,Bachata,bar
24104,149,Salsa,bar
24105,54,Bachata,bar
24106,176,Crossover,bar
24107,100,Baladas,bar
24108,130,Crossover,bar
24109,47,Bachata,bar
24110,114,Baladas,bar
24111,55,Baladas,bar
24112,106,Jazz,bar
24113,154,Salsa,bar
24114,86,Jazz,bar
24115,14,Jazz,bar
24116,81,Bachata,bar
24117,179,Baladas,bar
24118,27,Baladas,bar
24119,121,Baladas,bar
24120,157,Jazz,bar
24121,143,Jazz,bar
24122,80,Jazz,bar
24123,87,Crossover,bar
24124,93,Baladas,bar
24125,64,Baladas,bar
24126,168,Bachata,bar
24127,92,Baladas,bar
24128,121,Bachata,bar
24129,67,Jazz,bar
24130,81,Bachata,bar
24131,53,Jazz,bar
24132,54,Jazz,bar
24133,184,Crossover,bar
24134,199,Baladas,bar
24135,153,Baladas,bar
24136,12,Baladas,bar
24137,146,Crossover,bar
24138,174,Jazz,bar
24139,60,Salsa,bar
24140,149,Salsa,bar
24141,180,Crossover,bar
24142,147,Baladas,bar
24143,65,Bachata,bar
24144,26,Baladas,bar
24145,98,Salsa,bar
24146,18,Baladas,bar
24147,51,Jazz,bar
24148,194,Crossover,bar
24149,111,Crossover,bar
24150,35,Crossover,bar
24151,128,Bachata,bar
24152,34,Jazz,bar
24153,54,Crossover,bar
24154,91,Jazz,bar
24155,165,Crossover,bar
24156,176,Baladas,bar
24157,108,Baladas,bar
24158,51,Salsa,bar
24159,96,Baladas,bar
24160,76,Jazz,bar
24161,175,Salsa,bar
24162,20,Baladas,bar
24163,117,Salsa,bar
24164,147,Bachata,bar
24165,76,Baladas,bar
24166,23,Salsa,bar
24167,120,Baladas,bar
24168,104,Crossover,bar
24169,53,Salsa,bar
24170,173,Jazz,bar
24171,163,Baladas,bar
24172,85,Salsa,bar
24173,153,Salsa,bar
24174,68,Jazz,bar
24175,135,Baladas,bar
24176,83,Baladas,bar
24177,79,Crossover,bar
24178,103,Jazz,bar
24179,167,Jazz,bar
24180,133,Crossover,bar
24181,170,Bachata,bar
24182,179,Salsa,bar
24183,109,Baladas,bar
24184,96,Salsa,bar
24185,88,Jazz,bar
24186,175,Salsa,bar
24187,48,Jazz,bar
24188,119,Crossover,bar
24189,179,Crossover,bar
24190,101,Jazz,bar
24191,110,Bachata,bar
24192,191,Salsa,bar
24193,27,Jazz,bar
24194,168,Salsa,bar
24195,85,Baladas,bar
24196,122,Salsa,bar
24197,72,Baladas,bar
24198,163,Bachata,bar
24199,158,Crossover,bar
24200,42,Baladas,bar
24201,36,Bachata,bar
24202,125,Salsa,bar
24203,116,Jazz,bar
24204,100,Baladas,bar
24205,47,Bachata,bar
24206,137,Jazz,bar
24207,155,Salsa,bar
24208,19,Jazz,bar
24209,109,Bachata,bar
24210,90,Crossover,bar
24211,183,Salsa,bar
24212,64,Crossover,bar
24213,130,Jazz,bar
24214,89,Jazz,bar
24215,22,Salsa,bar
24216,85,Crossover,bar
24217,22,Bachata,bar
24218,98,Baladas,bar
24219,134,Baladas,bar
24220,23,Jazz,bar
24221,168,Bachata,bar
24222,154,Baladas,bar
24223,69,Jazz,bar
24224,60,Baladas,bar
24225,67,Salsa,bar
24226,128,Salsa,bar
24227,155,Bachata,bar
24228,41,Salsa,bar
24229,164,Crossover,bar
24230,17,Jazz,bar
24231,66,Jazz,bar
24232,63,Jazz,bar
24233,144,Bachata,bar
24234,161,Baladas,bar
24235,116,Salsa,bar
24236,44,Crossover,bar
24237,168,Bachata,bar
24238,14,Baladas,bar
24239,111,Bachata,bar
24240,151,Jazz,bar
24241,18,Baladas,bar
24242,26,Salsa,bar
24243,97,Salsa,bar
24244,173,Jazz,bar
24245,11,Crossover,bar
24246,131,Crossover,bar
24247,38,Bachata,bar
24248,158,Bachata,bar
24249,174,Jazz,bar
24250,186,Jazz,bar
24251,193,Crossover,bar
24252,14,Jazz,bar
24253,45,Jazz,bar
24254,83,Baladas,bar
24255,83,Crossover,bar
24256,85,Baladas,bar
24257,100,Jazz,bar
24258,185,Jazz,bar
24259,65,Baladas,bar
24260,108,Crossover,bar
24261,39,Crossover,bar
24262,74,Jazz,bar
24263,26,Baladas,bar
24264,10,Crossover,bar
24265,73,Baladas,bar
24266,112,Baladas,bar
24267,86,Crossover,bar
24268,54,Crossover,bar
24269,139,Bachata,bar
24270,78,Baladas,bar
24271,85,Bachata,bar
24272,23,Jazz,bar
24273,70,Bachata,bar
24274,190,Crossover,bar
24275,17,Baladas,bar
24276,128,Bachata,bar
24277,182,Jazz,bar
24278,118,Bachata,bar
24279,81,Baladas,bar
24280,60,Bachata,bar
24281,123,Jazz,bar
24282,135,Bachata,bar
24283,133,Bachata,bar
24284,103,Salsa,bar
24285,80,Jazz,bar
24286,51,Salsa,bar
24287,167,Bachata,bar
24288,188,Jazz,bar
24289,180,Baladas,bar
24290,189,Jazz,bar
24291,64,Bachata,bar
24292,40,Bachata,bar
24293,93,Jazz,bar
24294,51,Jazz,bar
24295,50,Jazz,bar
24296,59,Crossover,bar
24297,87,Baladas,bar
24298,181,Jazz,bar
24299,56,Jazz,bar
24300,45,Bachata,bar
24301,181,Jazz,bar
24302,29,Baladas,bar
24303,131,Crossover,bar
24304,199,Crossover,bar
24305,182,Baladas,bar
24306,16,Jazz,bar
24307,144,Crossover,bar
24308,95,Crossover,bar
24309,193,Baladas,bar
24310,148,Baladas,bar
24311,61,Bachata,bar
24312,145,Jazz,bar
24313,110,Crossover,bar
24314,21,Jazz,bar
24315,101,Baladas,bar
24316,44,Salsa,bar
24317,136,Jazz,bar
24318,68,Bachata,bar
24319,191,Salsa,bar
24320,196,Bachata,bar
24321,12,Salsa,bar
24322,35,Bachata,bar
24323,82,Salsa,bar
24324,131,Baladas,bar
24325,125,Salsa,bar
24326,48,Bachata,bar
24327,27,Crossover,bar
24328,141,Salsa,bar
24329,169,Salsa,bar
24330,102,Crossover,bar
24331,118,Salsa,bar
24332,74,Bachata,bar
24333,186,Bachata,bar
24334,154,Crossover,bar
24335,117,Crossover,bar
24336,40,Crossover,bar
24337,195,Crossover,bar
24338,10,Crossover,bar
24339,47,Bachata,bar
24340,122,Baladas,bar
24341,67,Salsa,bar
24342,51,Bachata,bar
24343,112,Jazz,bar
24344,155,Crossover,bar
24345,125,Bachata,bar
24346,75,Baladas,bar
24347,141,Baladas,bar
24348,40,Baladas,bar
24349,152,Bachata,bar
24350,97,Baladas,bar
24351,20,Bachata,bar
24352,163,Baladas,bar
24353,153,Salsa,bar
24354,179,Crossover,bar
24355,114,Salsa,bar
24356,71,Baladas,bar
24357,13,Bachata,bar
24358,98,Baladas,bar
24359,59,Baladas,bar
24360,49,Baladas,bar
24361,65,Baladas,bar
24362,181,Salsa,bar
24363,26,Crossover,bar
24364,63,Jazz,bar
24365,83,Bachata,bar
24366,104,Salsa,bar
24367,86,Crossover,bar
24368,150,Bachata,bar
24369,31,Baladas,bar
24370,47,Bachata,bar
24371,140,Baladas,bar
24372,181,Crossover,bar
24373,34,Baladas,bar
24374,81,Salsa,bar
24375,13,Baladas,bar
24376,183,Jazz,bar
24377,199,Crossover,bar
24378,82,Bachata,bar
24379,144,Salsa,bar
24380,88,Jazz,bar
24381,15,Salsa,bar
24382,105,Salsa,bar
24383,150,Crossover,bar
24384,178,Crossover,bar
24385,135,Salsa,bar
24386,99,Salsa,bar
24387,10,Baladas,bar
24388,116,Jazz,bar
24389,31,Salsa,bar
24390,124,Baladas,bar
24391,58,Salsa,bar
24392,15,Crossover,bar
24393,87,Baladas,bar
24394,200,Crossover,bar
24395,158,Bachata,bar
24396,182,Bachata,bar
24397,151,Jazz,bar
24398,186,Baladas,bar
24399,43,Bachata,bar
24400,70,Crossover,bar
24401,136,Crossover,bar
24402,115,Jazz,bar
24403,45,Salsa,bar
24404,119,Jazz,bar
24405,121,Salsa,bar
24406,123,Bachata,bar
24407,42,Bachata,bar
24408,162,Crossover,bar
24409,97,Bachata,bar
24410,188,Jazz,bar
24411,177,Jazz,bar
24412,65,Salsa,bar
24413,153,Crossover,bar
24414,171,Bachata,bar
24415,64,Crossover,bar
24416,102,Baladas,bar
24417,83,Crossover,bar
24418,56,Crossover,bar
24419,140,Bachata,bar
24420,127,Crossover,bar
24421,68,Crossover,bar
24422,57,Salsa,bar
24423,106,Bachata,bar
24424,188,Jazz,bar
24425,193,Baladas,bar
24426,20,Baladas,bar
24427,151,Baladas,bar
24428,154,Baladas,bar
24429,105,Baladas,bar
24430,109,Baladas,bar
24431,138,Bachata,bar
24432,118,Jazz,bar
24433,182,Bachata,bar
24434,186,Baladas,bar
24435,55,Baladas,bar
24436,43,Bachata,bar
24437,26,Crossover,bar
24438,48,Crossover,bar
24439,195,Jazz,bar
24440,164,Jazz,bar
24441,193,Crossover,bar
24442,145,Baladas,bar
24443,84,Salsa,bar
24444,57,Crossover,bar
24445,138,Salsa,bar
24446,183,Crossover,bar
24447,28,Baladas,bar
24448,126,Bachata,bar
24449,27,Baladas,bar
24450,81,Bachata,bar
24451,179,Crossover,bar
24452,107,Crossover,bar
24453,164,Baladas,bar
24454,89,Jazz,bar
24455,143,Jazz,bar
24456,176,Bachata,bar
24457,195,Baladas,bar
24458,15,Baladas,bar
24459,43,Salsa,bar
24460,127,Crossover,bar
24461,180,Jazz,bar
24462,184,Salsa,bar
24463,20,Baladas,bar
24464,154,Jazz,bar
24465,114,Jazz,bar
24466,10,Bachata,bar
24467,65,Jazz,bar
24468,198,Jazz,bar
24469,53,Crossover,bar
24470,102,Baladas,bar
24471,127,Salsa,bar
24472,122,Baladas,bar
24473,188,Baladas,bar
24474,86,Jazz,bar
24475,196,Jazz,bar
24476,14,Baladas,bar
24477,142,Salsa,bar
24478,31,Bachata,bar
24479,135,Jazz,bar
24480,18,Salsa,bar
24481,165,Baladas,bar
24482,117,Bachata,bar
24483,78,Bachata,bar
24484,100,Bachata,bar
24485,42,Jazz,bar
24486,86,Crossover,bar
24487,190,Salsa,bar
24488,109,Crossover,bar
24489,156,Jazz,bar
24490,11,Baladas,bar
24491,37,Bachata,bar
24492,133,Baladas,bar
24493,15,Bachata,bar
24494,119,Baladas,bar
24495,57,Jazz,bar
24496,63,Bachata,bar
24497,162,Salsa,bar
24498,126,Bachata,bar
24499,108,Jazz,bar
24500,73,Salsa,bar
24501,151,Jazz,bar
24502,168,Jazz,bar
24503,32,Jazz,bar
24504,59,Bachata,bar
24505,122,Crossover,bar
24506,30,Bachata,bar
24507,37,Crossover,bar
24508,193,Salsa,bar
24509,200,Jazz,bar
24510,176,Salsa,bar
24511,125,Salsa,bar
24512,119,Crossover,bar
24513,85,Jazz,bar
24514,158,Baladas,bar
24515,154,Salsa,bar
24516,164,Crossover,bar
24517,110,Crossover,bar
24518,100,Salsa,bar
24519,86,Crossover,bar
24520,141,Baladas,bar
24521,129,Jazz,bar
24522,141,Jazz,bar
24523,29,Crossover,bar
24524,84,Baladas,bar
24525,54,Salsa,bar
24526,152,Salsa,bar
24527,83,Jazz,bar
24528,114,Baladas,bar
24529,22,Salsa,bar
24530,146,Baladas,bar
24531,83,Crossover,bar
24532,47,Bachata,bar
24533,168,Salsa,bar
24534,104,Bachata,bar
24535,15,Jazz,bar
24536,112,Crossover,bar
24537,49,Baladas,bar
24538,162,Salsa,bar
24539,163,Bachata,bar
24540,22,Salsa,bar
24541,25,Jazz,bar
24542,166,Crossover,bar
24543,96,Bachata,bar
24544,196,Bachata,bar
24545,124,Crossover,bar
24546,45,Bachata,bar
24547,11,Bachata,bar
24548,117,Jazz,bar
24549,119,Jazz,bar
24550,71,Crossover,bar
24551,97,Crossover,bar
24552,61,Jazz,bar
24553,10,Jazz,bar
24554,120,Bachata,bar
24555,58,Salsa,bar
24556,58,Baladas,bar
24557,58,Jazz,bar
24558,17,Jazz,bar
24559,170,Jazz,bar
24560,150,Baladas,bar
